src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,src apertium tags,tgt apertium tags,annotation
sekaantua,sekaantunut,1_1,V;NFIN,1_7,V;ACT;PST;POS;IND;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,C
mispa,mispalle,0_1,ADJ;NOM;SG,0_6,N;AT+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ahimaas,ahimaasille,1_11,V;ACT;PRS;POS;IND,1_15,N;AT+ALL;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kuninkaallisesta,kuninkaalliseksi,0_17,N;IN+ABL;SG,0_2,ADJ;TRANS;SG,adj;pst;sg;ela - n;sg;ela,adj;pst;sg;tra - n;sg;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
arvoa,arvoni,0_3,N;PRT;SG,0_16,N;GEN;SG,n;sg;par,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
lahjan,lahjasta,0_0,V;ACT;PRS;POS;IND;1;SG,0_17,N;IN+ABL;SG,n;sg;gen,n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
juhtasi,juhtain,0_19,V;ACT;PRS;POS;COND,0_15,N;GEN;PL,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,n;pl;gen;use_archaic,ERR_SRC_SLOT_ERROR
vesa,vesat,0_1,ADJ;NOM;SG,0_13,ADJ;NOM;PL,n;sg;nom,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
valmistanut,valmistaisi,1_7,V;ACT;PST;POS;IND;SG,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
voitonsanomaa,voitonsanoman,0_3,N;PRT;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;par,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
antimen,antimeni,0_0,V;ACT;PRS;POS;IND;1;SG,0_16,N;GEN;SG,n;sg;gen,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg - n;pl;nom;px1sg,ERR_SRC_SLOT_ERROR
ennustat,ennustamaan,1_9,V;ACT;PRS;POS;IND;2;SG,1_18,V;IN+ALL;SG,verb;actv;pri;p2;sg,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,C
puhdistaen,puhdistatte,1_10,V;ACT;INS;SG,1_23,V;ACT;PRS;POS;IND;2;PL,verb;actv;infe;sg;ins,verb;actv;pri;p2;pl,C
siin,sille,0_15,N;GEN;PL,0_6,N;AT+ALL;SG,n;sg;gen - n;pl;ins,det;sg;all - prn;sg;all,ERR_SRC_SLOT_ERROR
vihmoivat,vihmon,1_5,V;ACT;PST;POS;IND;3;PL,1_3,V;ACT;PST;POS;IND;1;SG,verb;actv;past;p3;pl,verb;actv;pri;p1;sg,TGT_SLOT_ERROR
anotte,anoa,1_23,V;ACT;PRS;POS;IND;2;PL,1_1,V;NFIN,verb;actv;pri;p2;pl,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,C
vasemmalta,vasemmassa,0_11,N;AT+ABL;SG,0_7,N;IN+ESS;SG,adv; - adj;pst;sg;abl - n;sg;abl,adj;pst;sg;ine - n;sg;ine,ERR_TGT_SLOT_ERROR
sanoisi,sanoi,1_13,V;ACT;PRS;POS;COND;3;SG,1_4,V;ACT;PST;POS;IND;3;SG,verb;actv;cni;conneg - verb;actv;cni;p3;sg,verb;actv;past;p3;sg,C
tuskan,tuskansa,0_0,V;ACT;PRS;POS;IND;1;SG,0_12,N;NOM;PL,n;sg;gen,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,ERR_SRC_SLOT_ERROR
voiteluöljy,voiteluöljyn,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;nom,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sopi,sopikoon,1_11,V;ACT;PRS;POS;IND,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;past;p3;sg,verb;actv;imp;p3;sg,SRC_SLOT_ERROR
vihastu,vihastuivat,1_11,V;ACT;PRS;POS;IND,1_5,V;ACT;PST;POS;IND;3;PL,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;past;p3;pl,ERR_SRC_SLOT_ERROR
elämämme,elämästä,0_10,V;ACT;PRS;POS;IND;1;PL,0_4,V;ACT;PRS;POS;IMP;2;SG,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl - verb;actv;infma;sg;ins;px1pl - verb;agent;pst;pl;nom;px1pl - verb;agent;pst;sg;gen;px1pl - verb;agent;pst;sg;nom;px1pl,n;sg;ela - verb;actv;infma;sg;ela - verb;agent;pst;sg;ela,SRC_SLOT_ERROR;TGT_SLOT_ERROR
vaskiastiaa,vaskiastiassa,0_3,N;PRT;SG,0_7,N;IN+ESS;SG,n;sg;nom;cmp;n;sg;par,n;sg;nom;cmp;n;sg;ine,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
parantaa,parantakaa,1_1,V;NFIN,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;imp;p2;pl,C
jissia,jissian,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
torni,tornista,0_1,ADJ;NOM;SG,0_17,N;IN+ABL;SG,n;sg;nom,adj;pst;sg;par - n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
pudistamaan,pudistakaa,1_18,V;IN+ALL;SG,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;imp;p2;pl,C
halveksimaan,halveksivat,1_18,V;IN+ALL;SG,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - verb;actv;past;p3;pl - adj;pst;pl;nom,C
aasia,aasinne,0_3,N;PRT;SG,0_5,N;NOM;SG,n;sg;par,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,ERR_SRC_SLOT_ERROR
uskollisuutensa,uskollisuuteen,0_12,N;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;ill,ERR_TGT_SLOT_ERROR
bosrasta,bosra,0_17,N;IN+ABL;SG,0_1,ADJ;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vihannat,vihannassa,0_13,ADJ;NOM;PL,0_7,N;IN+ESS;SG,adj;pst;pl;nom - n;pl;nom,adj;pst;sg;ine - n;sg;ine,ERR_TGT_SLOT_ERROR
valista,valistaa,1_11,V;ACT;PRS;POS;IND,1_1,V;NFIN,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,ERR_SRC_SLOT_ERROR
puhutteleeko,puhuttelee,1_6,V;ACT;PRS;POS;IMP,1_11,V;ACT;PRS;POS;IND,verb;actv;pri;p3;sg;qst,verb;actv;pri;p3;sg,UNK_SRC_SLOT_ERROR
kaistalla,kaistat,0_18,N;AT+ESS;SG,0_13,ADJ;NOM;PL,n;sg;ade,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tavaraan,tavarat,0_9,N;IN+ALL;SG,0_13,ADJ;NOM;PL,n;sg;ill,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
asorille,asor,1_15,N;AT+ALL;PL,1_11,V;ACT;PRS;POS;IND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
suostui,suostu,1_4,V;ACT;PST;POS;IND;3;SG,1_11,V;ACT;PRS;POS;IND,verb;actv;past;p3;sg,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_TGT_SLOT_ERROR
niskoitteleva,niskoittele,1_2,V.PTCP;ACT;PRS,1_11,V;ACT;PRS;POS;IND,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_TGT_SLOT_ERROR
vannoko,vannot,1_6,V;ACT;PRS;POS;IMP,1_9,V;ACT;PRS;POS;IND;2;SG,verb;actv;imp;conneg,verb;actv;pri;p2;sg,C
virkaa,virka,0_3,N;PRT;SG,0_1,ADJ;NOM;SG,n;sg;par,n;sg;nom - verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_SRC_SLOT_ERROR
viinitarhassa,viinitarhani,0_7,N;IN+ESS;SG,0_16,N;GEN;SG,n;sg;ine,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
julistat,julistavat,1_9,V;ACT;PRS;POS;IND;2;SG,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;pri;p2;sg,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,C
kuvalle,kuvasta,0_6,N;AT+ALL;SG,0_17,N;IN+ABL;SG,n;sg;all,n;sg;ela - n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_SRC_SLOT_ERROR
talo,taloni,0_1,ADJ;NOM;SG,0_16,N;GEN;SG,n;sg;nom,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
kasvamaan,kasvava,1_18,V;IN+ALL;SG,1_2,V.PTCP;ACT;PRS,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,MAPPED_POS_PAIR_ERROR
iloni,ilo,0_16,N;GEN;SG,0_1,ADJ;NOM;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;sg;nom,ERR_TGT_SLOT_ERROR
lahjain,lahjansa,0_15,N;GEN;PL,0_12,N;NOM;PL,n;pl;gen;use_archaic,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,C
muurilta,muurin,0_11,N;AT+ABL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;abl - n;pl;abl - n;sg;abl,n;pl;ins - n;pl;ins - n;sg;gen,TGT_SLOT_ERROR
apostolit,apostolin,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
elämämme,elämää,0_10,V;ACT;PRS;POS;IND;1;PL,0_3,N;PRT;SG,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl - verb;actv;infma;sg;ins;px1pl - verb;agent;pst;pl;nom;px1pl - verb;agent;pst;sg;gen;px1pl - verb;agent;pst;sg;nom;px1pl,n;sg;par - verb;agent;pst;sg;par,SRC_SLOT_ERROR
verhosi,verhona,0_19,V;ACT;PRS;POS;COND,0_14,ADJ;FRML;SG,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg - verb;actv;past;p3;sg,n;sg;ess,ERR_TGT_SLOT_ERROR
ahdistavat,ahdistaisi,1_16,V;ACT;PRS;POS;IND;3;PL,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
opettajasta,opettajanne,0_17,N;IN+ABL;SG,0_5,N;NOM;SG,n;sg;ela,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,ERR_SRC_SLOT_ERROR
arosta,arolle,0_17,N;IN+ABL;SG,0_6,N;AT+ALL;SG,n;sg;ela,n;sg;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
uusille,uusilla,0_6,N;AT+ALL;SG,0_18,N;AT+ESS;SG,adj;pst;pl;all,adj;pst;pl;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
viinitarhansa,viinitarhaa,0_12,N;NOM;PL,0_3,N;PRT;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;par,ERR_TGT_SLOT_ERROR
tyhmää,tyhmä,0_3,N;PRT;SG,0_1,ADJ;NOM;SG,adj;pst;sg;par - n;sg;par,adj;pst;sg;nom - n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
itki,itkit,0_1,ADJ;NOM;SG,0_13,ADJ;NOM;PL,verb;actv;past;p3;sg,verb;actv;past;p2;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
osana,osalla,0_14,ADJ;FRML;SG,0_18,N;AT+ESS;SG,n;sg;ess,n;sg;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
viikunapuun,viikunapuussa,0_0,V;ACT;PRS;POS;IND;1;SG,0_7,N;IN+ESS;SG,n;sg;gen,n;sg;ine,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
korkeammat,korkeammalle,0_13,ADJ;NOM;PL,0_6,N;AT+ALL;SG,adj;comp;pl;nom - adj;pst;pl;nom,adj;comp;sg;all - adj;pst;sg;all,TGT_SLOT_ERROR
tummimin,tummimisi,1_3,V;ACT;PST;POS;IND;1;SG,1_13,V;ACT;PRS;POS;COND;3;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
laumaksi,laumassa,0_2,ADJ;TRANS;SG,0_7,N;IN+ESS;SG,n;sg;tra,n;sg;ine,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
pellot,pellolla,0_13,ADJ;NOM;PL,0_18,N;AT+ESS;SG,n;pl;nom,n;sg;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rakentakoot,rakentaisi,1_20,V;ACT;PRS;POS;IMP;3;PL,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;imp;p3;pl,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
polttava,polttaisi,1_2,V.PTCP;ACT;PRS,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,verb;actv;cni;conneg - verb;actv;cni;p3;sg,MAPPED_POS_PAIR_ERROR
kurjuutemme,kurjuuteen,0_10,V;ACT;PRS;POS;IND;1;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,n;sg;ill,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
istuin,istunut,1_3,V;ACT;PST;POS;IND;1;SG,1_7,V;ACT;PST;POS;IND;SG,verb;actv;past;p1;sg - n;compound-only-L - n;sg;nom,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,C
vaivoja,vaivoilla,1_1,V;NFIN,1_19,N;AT+ESS;PL,n;pl;par,n;pl;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
napisemaan,napisevat,1_18,V;IN+ALL;SG,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,C
saastunut,saastuisi,1_7,V;ACT;PST;POS;IND;SG,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
kokoontukoon,kokoontui,1_17,V;ACT;PRS;POS;IMP;3;SG,1_4,V;ACT;PST;POS;IND;3;SG,verb;actv;imp;p3;sg,verb;actv;past;p3;sg,C
näkemä,näkemänsä,0_1,ADJ;NOM;SG,0_8,ADJ;GEADJ;SG,verb;agent;pst;sg;nom - n;sg;nom,verb;actv;infma;sg;ins;px3sp - verb;agent;pst;pl;nom;px3sp - verb;agent;pst;sg;gen;px3sp - verb;agent;pst;sg;nom;px3sp - n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,SRC_SLOT_ERROR;TGT_SLOT_ERROR
kadotkoon,kadota,1_17,V;ACT;PRS;POS;IMP;3;SG,1_1,V;NFIN,verb;actv;imp;p3;sg,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;pasv;pri;impers;conneg - verb;actv;imp;p2;sg - verb;actv;pri;conneg,C
join,joilla,1_3,V;ACT;PST;POS;IND;1;SG,1_19,N;AT+ESS;PL,prn;pl;ins - n;pl;ins - verb;actv;past;p1;sg,prn;pl;ade - n;pl;ade,MAPPED_POS_PAIR_ERROR
raakelille,raakelin,1_15,N;AT+ALL;PL,1_3,V;ACT;PST;POS;IND;1;SG,n;sg;all,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
köyhä,köyhän,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,adj;pst;sg;nom - n;sg;nom,adj;pst;sg;gen - n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
raatelen,raatelet,1_3,V;ACT;PST;POS;IND;1;SG,1_9,V;ACT;PRS;POS;IND;2;SG,verb;actv;pri;p1;sg,verb;actv;pri;p2;sg,SRC_SLOT_ERROR
puhumaan,puhunut,1_18,V;IN+ALL;SG,1_7,V;ACT;PST;POS;IND;SG,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,C
kumartuvat,kumartui,1_16,V;ACT;PRS;POS;IND;3;PL,1_4,V;ACT;PST;POS;IND;3;SG,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,verb;actv;past;p3;sg,C
perintöosaksi,perintöosaan,0_2,ADJ;TRANS;SG,0_9,N;IN+ALL;SG,n;sg;tra,n;sg;ill,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rakastako,rakastakoon,1_6,V;ACT;PRS;POS;IMP,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;imp;conneg,verb;actv;imp;p3;sg,C
osasi,osana,0_19,V;ACT;PRS;POS;COND,0_14,ADJ;FRML;SG,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg - vaux;actv;past;p3;sg,n;sg;ess,ERR_TGT_SLOT_ERROR
lihalta,lihaa,0_11,N;AT+ABL;SG,0_3,N;PRT;SG,n;sg;abl,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hoitaneet,hoitaen,1_12,V.PTCP;ACT;PST,1_10,V;ACT;INS;SG,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,verb;actv;infe;sg;ins,MAPPED_POS_PAIR_ERROR
lukee,lukeko,1_0,V;ACT;PRS;POS;IND;3;SG,1_6,V;ACT;PRS;POS;IMP,verb;actv;pri;p3;sg,verb;actv;imp;conneg,C
tartun,tartu,0_0,V;ACT;PRS;POS;IND;1;SG,0_1,ADJ;NOM;SG,verb;actv;pri;p1;sg,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_TGT_SLOT_ERROR
pienen,pienet,0_0,V;ACT;PRS;POS;IND;1;SG,0_13,ADJ;NOM;PL,adj;pst;sg;gen,adj;pst;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
juokoon,juoko,1_17,V;ACT;PRS;POS;IMP;3;SG,1_6,V;ACT;PRS;POS;IMP,verb;actv;imp;p3;sg,verb;actv;imp;conneg,C
polttakoot,polttava,1_20,V;ACT;PRS;POS;IMP;3;PL,1_2,V.PTCP;ACT;PRS,verb;actv;imp;p3;pl,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,MAPPED_POS_PAIR_ERROR
rakastaa,rakastakoon,1_1,V;NFIN,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;imp;p3;sg,C
kauhusta,kauhut,0_17,N;IN+ABL;SG,0_13,ADJ;NOM;PL,n;sg;ela,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ampuvat,ampukaa,1_16,V;ACT;PRS;POS;IND;3;PL,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,verb;actv;imp;p2;pl,C
opettajansa,opettajaksi,0_12,N;NOM;PL,0_2,ADJ;TRANS;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;tra,ERR_TGT_SLOT_ERROR
aja,ajanut,1_11,V;ACT;PRS;POS;IND,1_7,V;ACT;PST;POS;IND;SG,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,ERR_SRC_SLOT_ERROR
obadjan,obadja,0_0,V;ACT;PRS;POS;IND;1;SG,0_1,ADJ;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kuivaa,kuivaksi,0_3,N;PRT;SG,0_2,ADJ;TRANS;SG,adj;pst;sg;par - n;sg;par - verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,adj;pst;sg;tra - n;sg;tra,ERR_TGT_SLOT_ERROR
keihäänsä,keihään,0_8,ADJ;GEADJ;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;gen,ERR_TGT_SLOT_ERROR
kulkeko,kulkeneet,1_6,V;ACT;PRS;POS;IMP,1_12,V.PTCP;ACT;PST,verb;actv;imp;conneg,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,MAPPED_POS_PAIR_ERROR
hopealle,hopeat,0_6,N;AT+ALL;SG,0_13,ADJ;NOM;PL,n;sg;all,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tuhoutuisi,tuhoutui,1_13,V;ACT;PRS;POS;COND;3;SG,1_4,V;ACT;PST;POS;IND;3;SG,verb;actv;cni;conneg - verb;actv;cni;p3;sg,verb;actv;past;p3;sg,C
sotakelpoisista,sotakelpoista,1_14,N;IN+ABL;PL,1_1,V;NFIN,n;sg;nom;cmp;adj;pst;pl;ela,n;sg;nom;cmp;adj;pst;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hyvyydelläni,hyvyydellä,0_16,N;GEN;SG,0_1,ADJ;NOM;SG,n;sg;ade;px1sg,n;sg;ade,ERR_TGT_SLOT_ERROR
äänet,äänelle,0_13,ADJ;NOM;PL,0_6,N;AT+ALL;SG,n;pl;nom,n;sg;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
haserotista,haserotia,0_17,N;IN+ABL;SG,0_3,N;PRT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
polvet,polven,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kruununsa,kruunun,0_12,N;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;gen,ERR_TGT_SLOT_ERROR
ajakaa,ajakoon,1_22,V;ACT;PRS;POS;IMP;2;PL,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;imp;p2;pl,verb;actv;imp;p3;sg,C
tunkeutuneet,tunkeutui,1_12,V.PTCP;ACT;PST,1_4,V;ACT;PST;POS;IND;3;SG,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,verb;actv;past;p3;sg,MAPPED_POS_PAIR_ERROR
veljenne,veljeni,0_5,N;NOM;SG,0_16,N;GEN;SG,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,C
mattatin,mattatan,0_15,N;GEN;PL,0_9,N;IN+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ruoki,ruokimme,0_1,ADJ;NOM;SG,0_10,V;ACT;PRS;POS;IND;1;PL,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;pri;p1;pl - verb;actv;past;p1;pl,ERR_SRC_SLOT_ERROR
laskeneet,laskette,1_12,V.PTCP;ACT;PST,1_23,V;ACT;PRS;POS;IND;2;PL,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,verb;actv;pri;p2;pl,MAPPED_POS_PAIR_ERROR
puhuin,puhuko,1_3,V;ACT;PST;POS;IND;1;SG,1_6,V;ACT;PRS;POS;IMP,verb;actv;past;p1;sg,verb;actv;imp;conneg,C
ellet,ellemme,0_13,ADJ;NOM;PL,0_10,V;ACT;PRS;POS;IND;1;PL,cnjadv>+ei;neg;actv;p2;sg,cnjadv>+ei;neg;actv;p1;pl,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
alaisiksi,alaisina,0_2,ADJ;TRANS;SG,0_14,ADJ;FRML;SG,adj;pst;pl;tra - n;pl;tra,adj;pst;pl;ess - n;pl;ess,SRC_SLOT_ERROR;TGT_SLOT_ERROR
syntini,syntisi,0_16,N;GEN;SG,0_19,V;ACT;PRS;POS;COND,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_TGT_SLOT_ERROR
naisessa,naisesta,0_7,N;IN+ESS;SG,0_17,N;IN+ABL;SG,n;sg;ine,n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
taivaalla,taivaasi,0_18,N;AT+ESS;SG,0_19,V;ACT;PRS;POS;COND,n;sg;ade,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lausukoot,lausumaan,1_20,V;ACT;PRS;POS;IMP;3;PL,1_18,V;IN+ALL;SG,verb;actv;imp;p3;pl,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill - n;sg;ill,C
