src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
соблазн,соблазнили,0_26,0_0,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,POS_PAIR_ERROR
красивого,красивую,2_7,2_13,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,C
правосудия,правосудием,1_20,1_13,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,n;nt;nn;sg;ins,C
храбры,храбр,2_3,2_18,adj;sint;short;mfn;pl,adj;sint;short;m;sg,C
огорчения,огорчении,0_11,0_5,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,n;nt;nn;sg;prp,C
отдавать,отдав,0_22,0_26,verb;impf;tv;inf - verb;impf;iv;inf,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,PARADIGM_ERROR
вступят,вступить,0_29,0_31,verb;perf;iv;fut;p3;pl,verb;perf;iv;inf,C
вырубил,вырубает,0_4,0_14,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,PARADIGM_ERROR
железное,железного,0_3,0_10,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,C
народное,народ,0_3,0_26,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,n;m;nn;sg;nom - n;m;nn;sg;acc,POS_PAIR_ERROR
воров,вора,2_1,2_6,n;m;aa;pl;gen - n;m;aa;pl;acc,n;m;aa;sg;gen - n;m;aa;sg;acc,C
Иосафат,Иосафату,2_18,2_19,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
поглотила,поглотили,0_9,0_0,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
страшный,страшные,0_12,0_21,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,n;nt;nn;pl;acc - n;nt;nn;pl;nom - adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,C
сварлив,сварливою,2_18,2_4,adj;sint;short;m;sg,adj;sint;f;an;sg;ins,C
отделение,отделения,0_7,0_11,n;nt;nn;sg;nom - n;nt;nn;sg;acc,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,C
получения,получили,0_11,0_0,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,POS_PAIR_ERROR
морями,мор,1_7,1_1,n;nt;nn;pl;ins,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,PARADIGM_ERROR
сильного,сильном,2_7,2_14,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,C
многом,многого,2_14,2_7,prn;ind;mfn;an;pl;prp,prn;ind;mfn;an;pl;gen,C
носите,носу,0_6,0_23,verb;impf;tv;imp;p2;pl - verb;impf;tv;pres;p2;pl - verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,n;m;nn;sg;dat - n;m;nn;sg;loc,POS_PAIR_ERROR
преступлениях,преступлении,1_9,1_22,n;nt;nn;pl;prp,n;nt;nn;sg;prp,C
встретишь,встретив,0_15,0_30,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,C
взял,взять,1_4,1_14,verb;perf;tv;past;m;sg,verb;perf;tv;inf,C
пришествии,пришествие,1_22,1_10,n;nt;nn;sg;prp,n;nt;nn;sg;nom - n;nt;nn;sg;acc,C
одолевал,одолев,0_4,0_26,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,PARADIGM_ERROR
север,север,0_26,0_26,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,C
народ,народы,0_26,0_1,n;m;nn;sg;nom - n;m;nn;sg;acc,n;m;nn;pl;nom - n;m;nn;pl;acc,C
помнили,помнила,0_0,0_9,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;tv;past;f;sg - verb;impf;iv;past;f;sg,C
подчинились,подчинился,0_25,0_18,verb;perf;iv;past;mfn;pl,verb;perf;iv;past;m;sg,C
удалят,удалить,0_29,0_31,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,verb;perf;tv;inf - verb;perf;iv;inf,C
восстановите,восстанови,0_6,0_1,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
назидается,назидая,1_12,1_20,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
иным,иною,2_16,2_4,n;nt;nn;pl;dat - n;nt;nn;sg;ins - det;ind;mfn;an;pl;dat,det;ind;f;an;sg;ins,TGT_POS_ERROR
бросили,бросит,0_0,0_16,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
услышал,услышишь,0_4,0_15,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,C
полыни,полыни,1_22,1_22,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc,C
познается,познает,1_12,1_3,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg - verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
перемену,перемените,0_23,0_6,n;f;nn;sg;acc,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,POS_PAIR_ERROR
желаешь,желающий,1_23,1_21,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,n;m;aa;sg;nom - verb;impf;tv;pprs;actv;m;an;sg;nom - verb;impf;tv;pprs;actv;m;nn;sg;acc - verb;impf;iv;pprs;actv;m;an;sg;nom - verb;impf;iv;pprs;actv;m;nn;sg;acc,C
Ас,Асе,2_18,2_0,n;m;aa;sg;nom,n;m;aa;sg;prp,C
пришлет,пришлю,1_3,1_2,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,C
унываем,унывает,1_13,1_3,verb;impf;iv;pres;p1;pl,verb;impf;iv;pres;p3;sg,C
обвязывает,обвязывает,1_3,1_3,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
Саруи,Саруиным,0_26,0_28,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
учит,учится,0_16,0_8,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,C
конями,коне,1_7,1_10,n;m;aa;pl;ins,n;m;nn;sg;prp - n;m;aa;sg;prp,C
обложены,обложила,0_27,0_9,verb;perf;tv;pp;pasv;short;mfn;pl,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,C
гвоздем,гвоздей,1_13,1_18,n;m;nn;sg;ins,n;m;nn;pl;gen,C
заколают,заколения,0_2,0_11,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
логовищах,логовищ,2_10,2_18,n;nt;nn;pl;prp,n;nt;nn;pl;gen,C
прославляем,прославляю,1_13,1_2,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,C
суди,судит,0_1,0_16,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
добру,добрую,2_19,2_13,n;nt;nn;sg;dat,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,POS_PAIR_ERROR
нарушили,нарушил,0_0,0_4,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
плодовитые,плодовитым,2_8,2_16,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,C
прозван,прозван,0_26,0_26,verb;perf;tv;pp;pasv;short;m;sg,verb;perf;tv;pp;pasv;short;m;sg,C
умрешь,умру,1_23,1_2,verb;perf;iv;fut;p2;sg,verb;perf;iv;fut;p1;sg,C
девица,девицы,2_6,2_3,n;f;aa;sg;nom,n;f;aa;pl;nom - n;f;aa;sg;gen,C
растаяла,растаяло,2_6,2_0,verb;perf;iv;past;f;sg,verb;perf;iv;past;nt;sg,C
соблазнил,соблазн,0_4,0_26,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,POS_PAIR_ERROR
выйди,выйдет,1_22,1_3,verb;perf;iv;imp;p2;sg,verb;perf;iv;fut;p3;sg,C
выделен,выделал,0_24,0_4,verb;perf;tv;pp;pasv;short;m;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,PARADIGM_ERROR
вынесите,вынесешь,1_24,1_23,verb;perf;tv;imp;p2;pl - verb;perf;iv;imp;p2;pl,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,C
действуем,действуйте,1_13,1_5,verb;impf;iv;pres;p1;pl,verb;impf;iv;imp;p2;pl,C
гордым,гордо,2_16,2_0,adj;m;an;sg;ins - adj;nt;an;sg;ins - adj;mfn;an;pl;dat,adv; - adj;cmp - adj;short;nt;sg,C
кораллах,коралла,2_10,2_6,n;m;nn;pl;prp,n;m;nn;sg;gen,C
печальной,печальную,2_2,2_13,adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,C
бросили,бросив,0_0,0_30,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,C
полнотою,полноте,2_4,2_0,n;f;nn;sg;ins,n;f;nn;sg;dat - n;f;nn;sg;prp,C
разрушить,разрушении,0_31,0_5,verb;perf;tv;inf - verb;perf;iv;inf,n;nt;nn;sg;prp,POS_PAIR_ERROR
достиг,достигают,0_26,0_2,verb;perf;tv;past;m;sg - verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;impf;iv;pres;p3;pl,PARADIGM_ERROR
мучил,мучении,0_4,0_5,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,n;nt;nn;sg;prp,POS_PAIR_ERROR
воинов,воин,2_1,2_18,n;m;aa;pl;gen - n;m;aa;pl;acc,n;m;aa;sg;nom,C
языки,языков,2_3,2_1,n;m;aa;pl;nom - n;m;nn;pl;nom - n;m;nn;pl;acc,n;m;aa;pl;gen - n;m;aa;pl;acc - n;m;nn;pl;gen - adj;sint;short;m;sg - adj;sint;short;m;sg,C
построите,построены,0_6,0_27,verb;perf;tv;fut;p2;pl - verb;perf;iv;fut;p2;pl,verb;perf;tv;pp;pasv;short;mfn;pl,C
догонит,догонит,0_16,0_16,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
полагай,полагай,1_1,1_1,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
подтвердить,подтверди,0_31,0_1,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
вознес,вознеси,1_1,1_22,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
ходят,ходил,0_29,0_4,verb;impf;iv;pres;p3;pl,verb;impf;iv;past;m;sg,C
всадниками,всаднику,2_17,2_19,n;m;aa;pl;ins,n;m;aa;sg;dat,C
устроен,устроении,0_24,0_5,verb;perf;tv;pp;pasv;short;m;sg - adj;sint;short;m;sg,n;nt;nn;sg;prp,POS_PAIR_ERROR
покрывают,покрывала,1_0,1_16,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc - verb;impf;tv;past;f;sg - verb;impf;iv;past;f;sg,C
Тертулл,Тертуллом,2_18,2_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
написанного,написанных,0_10,0_19,verb;perf;tv;pp;pasv;nt;an;sg;gen - verb;perf;tv;pp;pasv;m;an;sg;gen - verb;perf;tv;pp;pasv;m;aa;sg;acc - verb;perf;tv;pp;pasv;nt;an;sg;gen - verb;perf;tv;pp;pasv;m;an;sg;gen - verb;perf;tv;pp;pasv;m;aa;sg;acc,verb;perf;tv;pp;pasv;mfn;an;pl;gen - verb;perf;tv;pp;pasv;mfn;an;pl;prp - verb;perf;tv;pp;pasv;mfn;aa;pl;acc - verb;perf;tv;pp;pasv;mfn;an;pl;gen - verb;perf;tv;pp;pasv;mfn;an;pl;prp - verb;perf;tv;pp;pasv;mfn;aa;pl;acc,C
гада,гады,0_13,0_1,n;m;aa;sg;gen - n;m;aa;sg;acc,n;m;aa;pl;nom,C
Небеса,Небесного,0_13,0_10,n;nt;nn;pl;acc - n;nt;nn;pl;nom - n;nt;nn;pl;nom - n;nt;nn;pl;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,POS_PAIR_ERROR
оканчивает,оканчивает,1_3,1_3,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
находим,находить,0_17,0_31,verb;impf;iv;pres;p1;pl - verb;perf;tv;fut;p1;pl - verb;perf;tv;imp;p1;pl - verb;perf;iv;fut;p1;pl - verb;perf;iv;imp;p1;pl - verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;iv;inf - verb;perf;tv;inf - verb;perf;iv;inf - verb;impf;tv;inf - verb;impf;iv;inf,C
пришельцам,пришельцы,2_11,2_3,n;m;aa;pl;dat,n;m;aa;pl;nom,C
Цевоим,Цевоиме,2_18,2_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
приступают,приступили,0_2,0_0,verb;impf;iv;pres;p3;pl,verb;perf;iv;past;mfn;pl,PARADIGM_ERROR
обручу,обручит,0_23,0_16,n;m;nn;sg;dat - verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,C
призвания,призвал,1_8,1_4,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,POS_PAIR_ERROR
чистою,чистая,2_4,2_9,adj;sint;f;an;sg;ins,adj;sint;f;an;sg;nom,C
посудою,посуду,2_4,2_19,n;f;nn;sg;ins,n;f;nn;sg;acc,C
открывали,открывайте,1_6,1_5,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;tv;imp;p2;pl - verb;impf;iv;imp;p2;pl,C
дал,даем,1_4,1_13,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg - adj;sint;short;m;sg,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl,PARADIGM_ERROR
очиститься,очистили,0_20,0_0,verb;perf;iv;inf,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,PARADIGM_ERROR
выставляют,выставляй,1_0,1_1,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
красы,красит,0_1,0_16,n;f;nn;pl;nom - n;f;nn;pl;acc - n;f;nn;sg;gen,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,POS_PAIR_ERROR
десятый,десятую,2_12,2_13,det;ord;m;an;sg;nom - det;ord;m;nn;sg;acc,n;f;nn;sg;acc - det;ord;f;an;sg;acc,SRC_POS_ERROR
опалил,опали,0_4,0_1,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;iv;past;mfn;pl - verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
научены,научает,0_27,0_14,verb;perf;tv;pp;pasv;short;mfn;pl,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,PARADIGM_ERROR
соблазнится,соблазнил,0_8,0_4,verb;perf;iv;fut;p3;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,PARADIGM_ERROR
расположу,расположен,0_23,0_24,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,verb;perf;tv;pp;pasv;short;m;sg - adj;sint;short;m;sg,C
потрясал,потряс,0_4,0_26,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,PARADIGM_ERROR
стороне,сторонах,2_0,2_10,n;f;nn;sg;dat - n;f;nn;sg;prp,n;f;nn;pl;prp,C
платите,платится,0_6,0_8,verb;impf;tv;imp;p2;pl - verb;impf;tv;pres;p2;pl - verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,C
утешает,утешают,0_14,0_2,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,C
днями,дни,1_7,1_22,n;m;nn;pl;ins,n;m;nn;pl;acc - n;m;nn;pl;nom,C
саранчою,саранчу,2_4,2_19,n;f;aa;sg;ins - n;f;nn;sg;ins,n;f;aa;sg;acc - n;f;nn;sg;acc,C
отложится,отложив,0_8,0_30,verb;perf;iv;fut;p3;sg,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,PARADIGM_ERROR
обнови,обнови,0_1,0_1,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
возвращали,возвращения,0_0,0_11,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,POS_PAIR_ERROR
пьющий,пью,1_21,1_2,verb;impf;iv;pprs;actv;m;an;sg;nom - verb;impf;iv;pprs;actv;m;nn;sg;acc - verb;impf;tv;pprs;actv;m;an;sg;nom - verb;impf;tv;pprs;actv;m;nn;sg;acc - adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,C
Иехиила,Иехиилу,2_6,2_19,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
воронам,воронов,2_11,2_1,n;m;aa;pl;dat - n;f;aa;pl;dat,n;m;aa;pl;gen - n;m;aa;pl;acc - adj;m;an;sg;nom - adj;m;nn;sg;acc,C
Халеву,Халевова,2_19,2_5,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Арава,Арава,2_6,2_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
замышляли,замышляет,1_6,1_3,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,C
вставили,вставать,0_0,0_22,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;impf;iv;inf,PARADIGM_ERROR
посетить,посетили,0_31,0_0,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
выступив,выступит,0_30,0_16,verb;perf;iv;pp;adv,verb;perf;iv;fut;p3;sg,C
каждый,каждую,2_12,2_13,det;def;m;an;sg;nom - det;def;m;nn;sg;acc,det;def;f;an;sg;acc,SRC_POS_ERROR TGT_POS_ERROR
протянула,протянул,1_16,1_4,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,C
верблюда,верблюдами,2_6,2_17,n;m;aa;sg;gen - n;m;aa;sg;acc,n;m;aa;pl;ins,C
иное,иной,2_15,2_2,n;nt;nn;sg;acc - n;nt;nn;sg;nom - det;ind;nt;an;sg;nom - det;ind;nt;an;sg;acc,det;ind;m;an;sg;nom - det;ind;m;nn;sg;acc - det;ind;f;an;sg;gen - det;ind;f;an;sg;dat - det;ind;f;an;sg;prp - det;ind;f;an;sg;ins,TGT_POS_ERROR
масличного,масличный,2_7,2_12,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,C
восточная,восточное,2_9,2_15,adj;sint;f;an;sg;nom,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,C
многочисленный,многочисленным,0_12,0_28,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,C
гонение,гонит,0_7,0_16,n;nt;nn;sg;nom - n;nt;nn;sg;acc,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,POS_PAIR_ERROR
вооружится,вооружился,0_8,0_18,verb;perf;iv;fut;p3;sg,verb;perf;iv;past;m;sg,C
мир,мир,0_26,0_26,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc - n;nt;nn;pl;gen - n;m;nn;sg;nom - n;m;nn;sg;acc,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc - n;nt;nn;pl;gen - n;m;nn;sg;nom - n;m;nn;sg;acc,C
неразумным,неразумен,0_28,0_24,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,adj;sint;short;m;sg,C
дел,делили,0_26,0_0,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg - n;nt;nn;pl;gen,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,PARADIGM_ERROR
приносимой,приносимых,2_2,2_1,verb;impf;tv;pprs;pasv;f;an;sg;gen - verb;impf;tv;pprs;pasv;f;an;sg;dat - verb;impf;tv;pprs;pasv;f;an;sg;prp - verb;impf;tv;pprs;pasv;f;an;sg;ins,verb;impf;tv;pprs;pasv;mfn;an;pl;gen - verb;impf;tv;pprs;pasv;mfn;an;pl;prp - verb;impf;tv;pprs;pasv;mfn;aa;pl;acc,C
кропили,кропили,0_0,0_0,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,C
унизился,унизил,0_18,0_4,verb;perf;iv;past;m;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,PARADIGM_ERROR
убегу,убегали,0_23,0_0,n;m;nn;sg;dat - verb;perf;iv;fut;p1;sg,verb;impf;iv;past;mfn;pl,PARADIGM_ERROR
нарушал,нарушиться,0_4,0_20,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;perf;iv;inf,PARADIGM_ERROR
фарисеем,фарисеям,1_13,1_11,n;m;aa;sg;ins,n;m;aa;pl;dat,C
служим,служи,0_17,0_1,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,C
разум,разумным,0_26,0_28,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,POS_PAIR_ERROR
собирания,собирает,1_8,1_3,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,POS_PAIR_ERROR
беспокоится,беспокоишь,0_8,0_15,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,C
соблюдать,соблюди,0_22,0_1,verb;impf;tv;inf - verb;impf;iv;inf,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,PARADIGM_ERROR
разорить,разорили,0_31,0_0,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
западный,западу,0_12,0_23,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,n;m;nn;sg;dat - verb;perf;iv;fut;p1;sg,POS_PAIR_ERROR
помогают,помогу,0_2,0_23,verb;impf;iv;pres;p3;pl,verb;perf;iv;fut;p1;sg,PARADIGM_ERROR
собирали,собирается,1_6,1_12,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,C
живый,живу,2_12,2_19,,,SRC_LEXICAL_ERROR
поспешает,поспешал,0_14,0_4,verb;impf;iv;pres;p3;sg,verb;impf;iv;past;m;sg,C
истина,истинных,0_13,0_19,n;f;nn;sg;nom,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,POS_PAIR_ERROR
отступить,отступает,0_31,0_14,verb;perf;iv;inf,verb;impf;iv;pres;p3;sg,PARADIGM_ERROR
вручили,вручив,0_0,0_30,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,verb;perf;tv;pp;adv - verb;perf;iv;pp;adv,C
Сафатов,Сафатов,2_1,2_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
именитая,именитая,2_9,2_9,adj;sint;f;an;sg;nom,adj;sint;f;an;sg;nom,C
завесою,завесам,2_4,2_11,n;f;nn;sg;ins,n;f;nn;pl;dat,C
иссох,иссохли,1_1,1_6,verb;perf;iv;past;m;sg,verb;perf;iv;past;mfn;pl,C
проходи,проходите,0_1,0_6,verb;perf;iv;imp;p2;sg - verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl - verb;impf;tv;imp;p2;pl - verb;impf;tv;pres;p2;pl - verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,C
